                Cupy,         1,    0.0001,    0.0000,    0.0000,      0.35
                Cupy,    750000,    0.1095,    0.0000,    0.0000,      0.02
  CupyParallelSystem,         1,    0.0014,    0.0000,    0.0000,      0.07
                Cupy,         1,    0.0000,    0.0000,    0.0000,      0.08
  CupyParallelSystem,    750000,    0.2091,    0.0000,    0.0000,      0.02
                Cupy,    750000,    0.1017,    0.0000,    0.0000,      0.00
  CupyParallelSystem,         1,    0.0015,    0.0000,    0.0000,      0.13
                Cupy,         1,    0.0000,    0.0000,    0.0000,      0.06
  CupyParallelSystem,    750000,    0.2074,    0.0000,    0.0000,      0.01
                Cupy,    750000,    0.1016,    0.0000,    0.0000,      0.00
    CupySerialSystem,         1,    0.0014,    0.0000,    0.0000,      0.07
                Cupy,         1,    0.0000,    0.0000,    0.0000,      0.07
    CupySerialSystem,    750000,    0.2068,    0.0000,    0.0000,      0.01
                Cupy,    750000,    0.1017,    0.0000,    0.0000,      0.00
    CupySerialSystem,         1,    0.0014,    0.0000,    0.0000,      0.06
                Cupy,         1,    0.0000,    0.0000,    0.0000,      0.08
    CupySerialSystem,    750000,    0.2082,    0.0000,    0.0000,      0.02
                Cupy,    750000,    0.1013,    0.0000,    0.0000,      0.00
    CupySerialSystem,         1,    0.0005,    0.0000,    0.0000,      0.16
                Cupy,         1,    0.0000,    0.0000,    0.0000,      0.08
    CupySerialSystem,    750000,    0.0004,    0.0000,    0.0000,      0.03
                Cupy,    750000,    0.1013,    0.0000,    0.0000,      0.00
    CupySerialSystem,         1,    0.0014,    0.0000,    0.0000,      0.06
                Cupy,         1,    0.0000,    0.0000,    0.0000,      0.08
    CupySerialSystem,    750000,    0.2078,    0.0000,    0.0000,      0.02
                Cupy,    750000,    0.1015,    0.0000,    0.0000,      0.00
    CupySerialSystem,         1,    0.0014,    0.0000,    0.0000,      0.07
                Cupy,         1,    0.0000,    0.0000,    0.0000,      0.08
    CupySerialSystem,    750000,    0.2049,    0.0000,    0.0000,      0.00
                Cupy,    750000,    0.1017,    0.0000,    0.0000,      0.00
    CupySerialSystem,    750000,    0.2057,    0.0000,    0.0000,      0.00
                Cupy,    750000,    0.1013,    0.0000,    0.0000,      0.00
                Cupy,    750000,    0.1059,    0.0000,    0.0000,      0.02
                Cupy,    750000,    0.1085,    0.0000,    0.0000,      0.02
                Cupy,    750000,    0.1109,    0.0000,    0.0000,      0.03
  CupyParallelSystem,    750000,    0.1026,    0.0000,    0.0000,      0.00
                Cupy,    750000,    0.1016,    0.0000,    0.0000,      0.00
  CupyParallelSystem,    750000,    0.1084,    0.0000,    0.0000,      0.02
                Cupy,    750000,    0.1016,    0.0000,    0.0000,      0.00
  CupyParallelSystem,    750000,    0.0623,    0.0000,    0.0000,      0.00
                Cupy,    750000,    0.1048,    0.0000,    0.0000,      0.03
  CupyParallelSystem,    750000,    0.0322,    0.0000,    0.0000,      0.00
                Cupy,    750000,    0.1016,    0.0000,    0.0000,      0.00
