  CupyParallelSystem,    125000,   -1.0000,     -0.00
  CupyParallelSystem,    250000,   -1.0000,     -0.00
  CupyParallelSystem,    500000,   -1.0000,     -0.00
  CupyParallelSystem,    750000,   -1.0000,     -0.00
  CupyParallelSystem,   1250000,   -1.0000,     -0.00
  CupyParallelSystem,   2500000,   -1.0000,     -0.00
  CupyParallelSystem,   5000000,   -1.0000,     -0.00
  CupyParallelSystem,  10000000,   -1.0000,     -0.00
  CupyParallelSystem,  20000000,   -1.0000,     -0.00
  CupyParallelSystem,    125000,   -1.0000,     -0.00
  CupyParallelSystem,    250000,   -1.0000,     -0.00
  CupyParallelSystem,    500000,   -1.0000,     -0.00
  CupyParallelSystem,    750000,   -1.0000,     -0.00
  CupyParallelSystem,   1250000,   -1.0000,     -0.00
  CupyParallelSystem,   2500000,   -1.0000,     -0.00
  CupyParallelSystem,   5000000,   -1.0000,     -0.00
  CupyParallelSystem,  10000000,   -1.0000,     -0.00
  CupyParallelSystem,  20000000,   -1.0000,     -0.00
  CupyParallelSystem,      1000,   -1.0000,     -0.00
  CupyParallelSystem,      1000,   -1.0000,     -0.00
  CupyParallelSystem,      1000,   -1.0000,     -0.00
  CupyParallelSystem,      1000,   -1.0000,     -0.00
  CupyParallelSystem,      1000,   -1.0000,     -0.00
